paymentDayOfMonth,telephone,email,firstName,surname,jobRate
20,"149 197 152","tsadurska@aptekarz.pl","Sadurska","Tomasz",25
20,"783 177 063","mgawłowski@onet.pl","Gawłowski","Marek",10
20,"122 387 192","aszczepański@wp.pl","Szczepański","Andrzej",25
20,"467 538 430","ekraczkowski@wp.pl","Kraczkowski","Edward",25
20,"962 438 567","zpięta@wp.pl","Pięta","Zbigniew",30
20,"88 867 191","spomaska@interia.pl","Pomaska","Stanisław",25
20,"741 495 361","glipiec@bialan.pl","Lipiec","Grzegorz",25
20,"764 911 430","mdunin@aptekarz.pl","Dunin","Mariusz",30
20,"391 660 464","cchmielewski@interia.pl","Chmielewski","Cezary",30
20,"864 939 885","agórski@interia.pl","Górski","Adam",25
20,"146 883 730","ełuczak@interia.pl","Łuczak","Elżbieta",30
20,"876 408 415","mrutnicki@wp.pl","Rutnicki","Maciej",1
20,"996 365 700","zgałażewski@wp.pl","Gałażewski","Zbigniew",30
20,"164 292 739","amroczek@onet.pl","Mroczek","Arkadiusz",30
20,"174 462 518","kbojko@interia.pl","Bojko","Krzysztof",25
20,"710 714 799","rsmirnow@interia.pl","Smirnow","Robert",30
20,"817 142 215","akrzyśków@interia.pl","Krzyśków","Adam",30
20,"348 670 567","ljagiełło@onet.pl","Jagiełło","Lena",25
20,"389 877 422","jaugustyn@bialan.pl","Augustyn","Jan",25
20,"902 669 044","wolas@aptekarz.pl","Olas","Witold",10
20,"954 306 362","brząsa@wp.pl","Rząsa","Beata",25
20,"173 027 347","jtyszkiewicz@interia.pl","Tyszkiewicz","Joachim",25
20,"661 911 973","ktchórzewski@wp.pl","Tchórzewski","Krystyna",25
20,"236 559 702","worzechowski@wp.pl","Orzechowski","Wojciech",25
20,"722 141 987","tczuma@interia.pl","Czuma","Tadeusz",25
20,"969 001 807","jłatas@nocny-kwartet.pl","Łatas","Józef",1
20,"552 314 603","asońta@wp.pl","Sońta","Aleksander",25
20,"952 038 820","tgut-mostowy@wp.pl","Gut-Mostowy","Tadeusz",20
20,"642 483 059","rchrapkiewicz@nocny-kwartet.pl","Chrapkiewicz","Rafał",10
20,"496 337 722","sjanik@onet.pl","Janik","Sławomir",25
20,"639 893 062","lwalkowiak@bialan.pl","Walkowiak","Leszek",25
20,"212 304 282","sstawiarski@wp.pl","Stawiarski","Stanisława",20
20,"318 486 568","rlipiński@interia.pl","Lipiński","Robert",30
20,"769 448 129","dpatalita@interia.pl","Patalita","Dariusz",25
20,"277 549 993","wmężydło@bialan.pl","Mężydło","Wiesław",30
20,"424 629 731","scichoń@wp.pl","Cichoń","Stanisław",25
20,"577 163 095","kstolarczyk@onet.pl","Stolarczyk","Konstanty",25
20,"2 429 992","mmrzygłocka@onet.pl","Mrzygłocka","Mirosława",30
20,"598 111 410","agłogowski@aptekarz.pl","Głogowski","Anna",30
20,"100 396 640","arogacki@onet.pl","Rogacki","Aleksander",25
20,"336 507 753","mwalkowski@onet.pl","Walkowski","Mirosław",25
20,"704 628 481","kneumann@onet.pl","Neumann","Kazimierz",10
20,"523 811 741","tciemniak@onet.pl","Ciemniak","Tadeusz",25
20,"552 832 546","ekrupa@bialan.pl","Krupa","Ewa",30
20,"737 225 768","dchmielowiec@interia.pl","Chmielowiec","Danuta",25
20,"180 512 941","anapieralski@interia.pl","Napieralski","Andrzej",30
20,"318 486 894","agierada@wp.pl","Gierada","Artur",20
20,"546 000 491","mpająk@wp.pl","Pająk","Marek",30
20,"980 052 632","fsitarz@interia.pl","Sitarz","Franciszek",10
20,"280 650 847","esaługa@wp.pl","Saługa","Elżbieta",25
20,"208 796 076","skuriata@interia.pl","Kuriata","Stanisław",30
20,"564 436 273","zosuch@nocny-kwartet.pl","Osuch","Zbigniew",10
20,"243 680 610","jkempa@wp.pl","Kempa","Julia",30
20,"946 591 916","dmatwiejuk@wp.pl","Matwiejuk","Dorota",10
20,"319 857 124","akaczyński@onet.pl","Kaczyński","Artur",20
20,"798 611 348","wpawlak@interia.pl","Pawlak","Włodzimierz",30
20,"91 696 342","dśledzińska-katarasińska@onet.pl","Śledzińska-Katarasińska","Dawid",25
20,"953 781 218","smatuszny@interia.pl","Matuszny","Stanisław",25
20,"107 793 125","asopliński@wp.pl","Sopliński","Andrzej",30
20,"630 232 794","mbartuś@aptekarz.pl","Bartuś","Maria",30
20,"663 993 168","amucha@aptekarz.pl","Mucha","Alicja",30
20,"865 795 016","arydzoń@onet.pl","Rydzoń","Andrzej",20
20,"173 180 250","wpawłowski@wp.pl","Pawłowski","Wojciech",25
20,"976 469 169","mgrad@onet.pl","Grad","Marian",25
20,"740 941 330","bpietraszewska@interia.pl","Pietraszewska","Bożena",10
20,"520 028 151","astec@interia.pl","Stec","Adam",30
20,"64 212 325","pszlachta@aptekarz.pl","Szlachta","Paweł",30
20,"618 622 093","ssławiak@interia.pl","Sławiak","Sylwester",25
20,"637 031 365","wlitwiński@nocny-kwartet.pl","Litwiński","Wojciech",30
20,"159 161 315","mbury@onet.pl","Bury","Miron",25
20,"421 238 421","mkaczor@interia.pl","Kaczor","Magdalena",25
20,"558 749 633","adorn@onet.pl","Dorn","Antoni",45
20,"844 181 997","acieślik@interia.pl","Cieślik","Anna",10
20,"975 784 606","kmacierewicz@wp.pl","Macierewicz","Kazimierz",30
20,"338 684 989","mgołębiewski@onet.pl","Gołębiewski","Mieczysław",30
20,"808 215 424","tpacelt@wp.pl","Pacelt","Tomasz",25
20,"197 784 911","jklepacz@aptekarz.pl","Klepacz","Jarosław",10
20,"99 010 827","jsuchowiejko@bialan.pl","Suchowiejko","Jan",25
20,"129 377 011","ażalek@aptekarz.pl","Żalek","Andrzej",20
20,"927 111 922","gmotowidło@interia.pl","Motowidło","Grzegorz",10
20,"677 479 263","hkowalik@bialan.pl","Kowalik","Henryk",30
20,"825 560 495","batamańczuk@wp.pl","Atamańczuk","Barbara",10
20,"216 215 989","zbąk@interia.pl","Bąk","Zbigniew",10
20,"495 706 098","jziętek@interia.pl","Ziętek","Jerzy",30
20,"283 625 085","zszczypińska@interia.pl","Szczypińska","Zbigniew",25
20,"328 738 993","wkutz@onet.pl","Kutz","Waldemar",30
20,"893 391 144","jowczarski@wp.pl","Owczarski","Janina",30
20,"816 547 135","pmatuszewski@wp.pl","Matuszewski","Piotr",25
20,"696 717 706","mbudnik@onet.pl","Budnik","Marek",10
20,"841 467 542","ezakrzewska@interia.pl","Zakrzewska","Ewa",10
20,"593 558 181","kpilch@bialan.pl","Pilch","Kazimierz",30
20,"95 226 390","mniesiołowski@interia.pl","Niesiołowski","Marzena",30
20,"348 232 220","idurka@aptekarz.pl","Durka","Izabela",20
20,"852 496 281","bzieliński@interia.pl","Zieliński","Beata",25
20,"526 608 386","skosecki@interia.pl","Kosecki","Sławomir",30
20,"913 590 782","tczesak@wp.pl","Czesak","Tomasz",25
20,"479 368 170","mbabalski@onet.pl","Babalski","Małgorzata",10
20,"759 543 545","azaremba@interia.pl","Zaremba","Antoni",30
20,"55 400 470","jbiernat@onet.pl","Biernat","Jarosław",25
20,"584 285 114","łgrabarczyk@bialan.pl","Grabarczyk","Łukasz",25
20,"223 591 854","tkidawa-błońska@interia.pl","Kidawa-Błońska","Tomasz",25
20,"665 989 843","jkossakowski@interia.pl","Kossakowski","Jerzy",10
20,"985 149 472","ahoc@wp.pl","Hoc","Andrzej",10
20,"239 543 916","rsawicki@bialan.pl","Sawicki","Roman",25
20,"583 918 620","mbrudziński@onet.pl","Brudziński","Michał",30
20,"890 362 380","ldolata@wp.pl","Dolata","Leszek",10
20,"514 251 233","porzechowski@wp.pl","Orzechowski","Paweł",25
20,"366 007 375","dadamczyk@nocny-kwartet.pl","Adamczyk","Daniela",10
20,"655 449 260","jgraś@interia.pl","Graś","Jakub",30
20,"838 814 088","rkaźmierczak@interia.pl","Kaźmierczak","Renata",10
20,"10 137 494","swójcik@interia.pl","Wójcik","Stanisław",10
20,"446 166 116","ghajdak@wp.pl","Hajdak","Grzegorz",30
20,"328 456 616","msikorski@wp.pl","Sikorski","Marek",25
20,"117 778 311","mabramowicz@interia.pl","Abramowicz","Maks",10
20,"303 569 596","tszyszko@bialan.pl","Szyszko","Tadeusz",20
20,"359 615 403","ckruk@interia.pl","Kruk","Czesław",30
20,"814 787 073","hplocke@aptekarz.pl","Plocke","Henryk",25
20,"53 553 549","wwojciechowski@aptekarz.pl","Wojciechowski","Wojciech",25
20,"376 910 104","aross@interia.pl","Ross","Andrzej",10
20,"591 383 176","hbiernacki@nocny-kwartet.pl","Biernacki","Halina",25
20,"811 393 211","rwojtkiewicz@onet.pl","Wojtkiewicz","Ryszard",30
20,"294 426 067","gśliwińska@wp.pl","Śliwińska","Grzegorz",30
20,"602 696 654","jkochanowski@nocny-kwartet.pl","Kochanowski","Jan",20
20,"497 133 337","jdera@wp.pl","Dera","Jerzy",25
20,"28 700 815","jjanowska@bialan.pl","Janowska","Jadwiga",20
20,"163 137 806","msierakowska@interia.pl","Sierakowska","Monika",25
20,"906 539 593","egrzeszczak@interia.pl","Grzeszczak","Elżbieta",30
20,"930 494 115","akasprzyk@aptekarz.pl","Kasprzyk","Adam",30
20,"687 770 205","wkowalski@onet.pl","Kowalski","Waldemar",25
20,"947 598 471","eklim@onet.pl","Klim","Elżbieta",25
20,"180 514 980","mdziedziczak@onet.pl","Dziedziczak","Mirosław",20
20,"709 469 989","akloc@nocny-kwartet.pl","Kloc","Andrzej",30
20,"286 531 893","abłądek@interia.pl","Błądek","Aleksander",10
20,"127 339 812","jkropiwnicki@onet.pl","Kropiwnicki","Jan",25
20,"914 214 693","bgintowt-dziewałtowski@onet.pl","Gintowt-Dziewałtowski","Beata",10
20,"501 016 847","kkwitek@interia.pl","Kwitek","Klaudiusz",30
20,"808 309 127","aborowski@aptekarz.pl","Borowski","Arkadiusz",25
20,"640 800 319","ksikora@interia.pl","Sikora","Kazimierz",30
20,"745 264 806","kdąbrowska@interia.pl","Dąbrowska","Krzysztof",25
20,"421 347 665","bbalicki@onet.pl","Balicki","Bożena",25
20,"299 652 459","amałecka-libera@interia.pl","Małecka-Libera","Adam",10
20,"168 941 960","mrzymełka@onet.pl","Rzymełka","Marzenna",30
20,"742 679 540","lbrejza@interia.pl","Brejza","Leszek",30
20,"246 378 132","tpomajda@bialan.pl","Pomajda","Tadeusz",10
20,"774 926 244","akozłowska-rajewicz@wp.pl","Kozłowska-Rajewicz","Artur",30
20,"507 946 803","wożóg@wp.pl","Ożóg","Witold",30
20,"932 766 945","rkozdroń@bialan.pl","Kozdroń","Roman",25
20,"874 719 910","łtołwiński@nocny-kwartet.pl","Tołwiński","Łukasz",25
20,"569 693 569","mstanke@aptekarz.pl","Stanke","Magdalena",25
20,"183 679 027","kjaworski@aptekarz.pl","Jaworski","Kazimierz",25
20,"856 123 809","zsztolcman@onet.pl","Sztolcman","Zbigniew",10
20,"694 608 790","srynasiewicz@bialan.pl","Rynasiewicz","Stanisław",10
20,"425 611 815","cmoskal@onet.pl","Moskal","Cezary",25
20,"250 254 800","pkamiński@onet.pl","Kamiński","Piotr",25
20,"700 189 506","sbabalski@interia.pl","Babalski","Stanisław",30
20,"888 178 951","edzikowski@interia.pl","Dzikowski","Elżbieta",20
20,"164 056 222","bszlachta@wp.pl","Szlachta","Beata",25
20,"237 583 234","hkłosin@bialan.pl","Kłosin","Henryk",30
20,"762 958 251","pjakubiak@onet.pl","Jakubiak","Paweł",25
20,"927 931 581","pfedorowicz@nocny-kwartet.pl","Fedorowicz","Piotr",25
20,"314 696 248","mczechyra@wp.pl","Czechyra","Marek",20
20,"20 087 679","asmoliński@onet.pl","Smoliński","Agnieszka",25
20,"992 299 107","garkit@interia.pl","Arkit","Grażyna",10
20,"849 226 633","sraba@interia.pl","Raba","Sławomir",30
20,"918 775 100","jtomański@aptekarz.pl","Tomański","Jan",30
20,"602 261 212","azdrojewski@aptekarz.pl","Zdrojewski","Andrzej",30
20,"334 336 080","prynasiewicz@wp.pl","Rynasiewicz","Paweł",30
20,"192 420 124","jjaros@interia.pl","Jaros","Jacek",20
20,"274 627 116","whofman@interia.pl","Hofman","Wojciech",30
20,"679 681 320","ekozłowska-rajewicz@interia.pl","Kozłowska-Rajewicz","Elżbieta",25
20,"969 051 487","ażyliński@onet.pl","Żyliński","Andrzej",30
20,"99 658 138","szieliński@aptekarz.pl","Zieliński","Sławomir",30
20,"932 123 917","srębek@interia.pl","Rębek","Stanisław",25
20,"754 888 599","jsiarka@nocny-kwartet.pl","Siarka","Jan",30
20,"953 901 014","kbalcerzak@nocny-kwartet.pl","Balcerzak","Krzysztof",25
20,"94 082 123","jpiechota@wp.pl","Piechota","Józef",25
20,"964 123 185","rzuba@onet.pl","Zuba","Ryszard",25
20,"384 737 548","mzbonikowski@interia.pl","Zbonikowski","Marek",25
20,"981 150 819","lgirzyński@aptekarz.pl","Girzyński","Lidia",25
20,"990 947 253","mkamiński@onet.pl","Kamiński","Monika",25
20,"408 024 706","zpluta@onet.pl","Pluta","Zbigniew",30
20,"90 799 108","wpolak@aptekarz.pl","Polak","Władysław",20
20,"303 055 726","rrakoczy@onet.pl","Rakoczy","Radosław",25
20,"337 237 581","bsośnierz@interia.pl","Sośnierz","Bogdan",10
20,"148 931 052","łwilk@interia.pl","Wilk","Łukasz",25
20,"489 953 505","jnaguszewski@wp.pl","Naguszewski","Janusz",25
20,"818 099 874","rkaczanowski@aptekarz.pl","Kaczanowski","Ryszard",25
20,"801 603 514","lprządka@aptekarz.pl","Prządka","Leszek",10
20,"961 819 055","bbłochowiak@onet.pl","Błochowiak","Barbara",25
20,"658 596 060","msońta@wp.pl","Sońta","Marek",30
20,"893 683 292","zmichałkiewicz@interia.pl","Michałkiewicz","Zdzisława",25
20,"30 267 916","azacharewicz@bialan.pl","Zacharewicz","Adam",1
20,"460 755 790","lpitera@interia.pl","Pitera","Leonard",45
20,"560 104 443","jpierzchała@nocny-kwartet.pl","Pierzchała","John",25
20,"956 155 453","ppisalski@interia.pl","Pisalski","Piotr",10
20,"727 718 318","rborkowski@wp.pl","Borkowski","Ryszard",20
20,"382 017 146","jżaczek@onet.pl","Żaczek","Jacek",45
20,"985 297 341","jgiżyński@onet.pl","Giżyński","Jarosław",25
20,"736 472 737","afalfus@interia.pl","Falfus","Andrzej",30
20,"462 881 227","amularczyk@onet.pl","Mularczyk","Andrzej",25
20,"47 515 336","jtusk@onet.pl","Tusk","Jarosław",25
20,"527 337 120","tkowalczyk@nocny-kwartet.pl","Kowalczyk","Tadeusz",30
20,"754 245 578","tpiechociński@onet.pl","Piechociński","Tadeusz",30
20,"965 601 112","amarcinkiewicz@interia.pl","Marcinkiewicz","Arkady",30
20,"274 709 108","mseliga@onet.pl","Seliga","Michał",10
20,"213 191 649","wmusiał@interia.pl","Musiał","Waldemar",30
20,"624 773 873","hgórski@interia.pl","Górski","Henryk",25
20,"158 882 196","tkotkowska@wp.pl","Kotkowska","Tadeusz",10
20,"41 108 224","zmaterna@onet.pl","Materna","Zbigniew",25
20,"399 500 924","jlamczyk@bialan.pl","Lamczyk","Jerzy",30
20,"167 319 182","jwenderlich@onet.pl","Wenderlich","Jacek",30
20,"389 486 434","akalisz@nocny-kwartet.pl","Kalisz","Adam",30
20,"294 729 924","sbabinetz@interia.pl","Babinetz","Stanisław",30
20,"9 553 488","jceliński@interia.pl","Celiński","Joanna",25
20,"950 970 935","ebojko@bialan.pl","Bojko","Ewa",25
20,"562 093 623","mbuła@onet.pl","Buła","Marek",10
20,"128 424 730","rfilar@interia.pl","Filar","Roman",20
20,"125 301 315","khoc@wp.pl","Hoc","Krystyna",25
20,"272 043 982","zśnieżek@bialan.pl","Śnieżek","Zbigniew",30
20,"142 694 943","gkrzyśków@interia.pl","Krzyśków","Grzegorz",30
20,"188 797 922","mpatalita@wp.pl","Patalita","Marzena",10
20,"602 583 590","rbętkowski@aptekarz.pl","Bętkowski","Romuald",25
20,"374 288 034","jgosiewski@interia.pl","Gosiewski","Jacek",30
20,"244 707 293","aleszczyna@aptekarz.pl","Leszczyna","Andrzej",25
20,"685 580 361","ttomczak@onet.pl","Tomczak","Tomasz",25
20,"813 012 037","ekopeć@aptekarz.pl","Kopeć","Ewa",10
20,"366 149 156","jczaplicka@aptekarz.pl","Czaplicka","Joanna",25
20,"520 326 083","pokła-drewnowicz@interia.pl","Okła-Drewnowicz","Piotr",30
20,"583 898 804","earłukowicz@interia.pl","Arłukowicz","Ewa",25
20,"45 552 170","sajchler@interia.pl","Ajchler","Stefan",25
20,"815 587 765","mopioła@onet.pl","Opioła","Mariusz",30
20,"662 259 671","cmarcinkiewicz@nocny-kwartet.pl","Marcinkiewicz","Cezary",10
20,"808 372 646","mhanajczyk@nocny-kwartet.pl","Hanajczyk","Mirosław",25
20,"872 435 513","gtyszkiewicz@onet.pl","Tyszkiewicz","Gabriela",10
20,"740 264 314","mżmijan@interia.pl","Żmijan","Marek",25
20,"166 209 212","akulesza@nocny-kwartet.pl","Kulesza","Adam",25
20,"796 680 887","mlipiński@onet.pl","Lipiński","Marek",25
20,"263 567 309","jneumann@aptekarz.pl","Neumann","Jarosław",20
20,"438 877 028","wmazurek@interia.pl","Mazurek","Witold",25
20,"915 936 914","rchlebowski@onet.pl","Chlebowski","Robert",30
20,"122 216 582","bwikiński@aptekarz.pl","Wikiński","Bolesław",25
20,"382 897 337","egrzegorek@onet.pl","Grzegorek","Eugeniusz",30
20,"688 628 860","rszulc@onet.pl","Szulc","Renata",25
20,"178 898 699","kiwiński@onet.pl","Iwiński","Krzysztof",25
20,"429 775 451","lgowin@interia.pl","Gowin","Lucjan",10
20,"668 407 807","jraba@interia.pl","Raba","Jarosław",25
20,"852 498 298","jpahl@interia.pl","Pahl","Jacek",25
20,"243 766 537","mwojciechowski@onet.pl","Wojciechowski","Mirosław",25
20,"116 930 654","bchłopek@interia.pl","Chłopek","Bogusław",30
20,"925 493 264","jkopacz@nocny-kwartet.pl","Kopacz","Joanna",30
20,"200 694 734","awoźniak@onet.pl","Woźniak","Andrzej",20
20,"563 713 102","dkarpiński@onet.pl","Karpiński","Dariusz",25
20,"758 600 061","aostrowski@nocny-kwartet.pl","Ostrowski","Arkadiusz",30
20,"407 247 891","aczykwin@onet.pl","Czykwin","Andrzej",25
20,"610 138 848","eołowski@wp.pl","Ołowski","Elżbieta",30
20,"295 688 840","jkopaczewska@aptekarz.pl","Kopaczewska","Jacek",25
20,"229 486 418","kdąbrowska@onet.pl","Dąbrowska","Konstanty",25
20,"608 641 174","jwidacki@aptekarz.pl","Widacki","Jadwiga",10
20,"312 854 221","amasłowska@interia.pl","Masłowska","Andrzej",10
20,"5 364 616","jmiodowicz@interia.pl","Miodowicz","Jan",30
20,"799 236 759","lszydło@nocny-kwartet.pl","Szydło","Ludwik",30
20,"296 221 607","srybicki@onet.pl","Rybicki","Stanisław",10
20,"978 748 556","jujazdowski@interia.pl","Ujazdowski","Jan",30
20,"503 594 021","ałybacka@onet.pl","Łybacka","Andrzej",10
20,"206 930 307","ekierzkowska@aptekarz.pl","Kierzkowska","Elżbieta",10
20,"742 238 122","pbuła@onet.pl","Buła","Piotr",20
20,"593 767 250","bkomołowski@aptekarz.pl","Komołowski","Bogdan",25
20,"104 663 770","krybicki@interia.pl","Rybicki","Kazimierz",25
20,"326 927 253","mczerwiński@interia.pl","Czerwiński","Mieczysław",25
20,"532 538 724","apawlak@onet.pl","Pawlak","Artur",10
20,"227 170 647","nwróbel@bialan.pl","Wróbel","Norbert",25
20,"31 688 923","slipiński@interia.pl","Lipiński","Sławomir",20
20,"433 875 137","jast@bialan.pl","Ast","Janusz",25
20,"943 354 422","aatamańczuk@bialan.pl","Atamańczuk","Adam",30
20,"276 047 633","jołdakowski@nocny-kwartet.pl","Ołdakowski","Jarosław",25
20,"264 225 272","baleksandrzak@interia.pl","Aleksandrzak","Bożena",30
20,"142 854 270","mredzimski@wp.pl","Redzimski","Marek",25
20,"866 733 856","jzuba@interia.pl","Zuba","Jan",25
20,"181 557 536","ktobiszowski@aptekarz.pl","Tobiszowski","Krystyna",10
20,"679 109 916","tgarbowski@interia.pl","Garbowski","Tadeusz",10
20,"944 594 433","tkarski@aptekarz.pl","Karski","Tadeusz",25
20,"606 836 767","gkotkowska@interia.pl","Kotkowska","Grzegorz",25
20,"523 520 895","bnowak@onet.pl","Nowak","Bartosz",45
20,"418 476 048","csikora@interia.pl","Sikora","Czesław",10
20,"977 433 265","abrzezinka@aptekarz.pl","Brzezinka","Anna",25
20,"574 388 153","jkowalski@onet.pl","Kowalski","Janusz",30
20,"822 154 771","mkonwiński@interia.pl","Konwiński","Marek",20
20,"500 477 745","jgraś@interia.pl","Graś","Jerzy",30
20,"370 865 510","mmasłowska@interia.pl","Masłowska","Marek",25
20,"257 314 806","gandzel@onet.pl","Andzel","Grzegorz",30
20,"780 871 367","lrzymełka@wp.pl","Rzymełka","Leszek",30
20,"61 522 295","ażelichowski@bialan.pl","Żelichowski","Adam",20
20,"860 146 625","akopeć@wp.pl","Kopeć","Alicja",30
20,"969 326 427","dkluzik-rostkowska@interia.pl","Kluzik-Rostkowska","Donald",25
20,"751 616 752","mkorzeniowski@interia.pl","Korzeniowski","Marek",20
20,"364 248 481","jgrabicka@aptekarz.pl","Grabicka","Józef",25
20,"534 912 496","apięta@interia.pl","Pięta","Agnieszka",10
20,"163 837 349","astreker-dembińska@aptekarz.pl","Streker-Dembińska","Anna",10
20,"301 673 214","jracki@aptekarz.pl","Racki","Jan",30
20,"240 622 277","wwita@nocny-kwartet.pl","Wita","Waldemar",10
20,"638 029 317","jczaplicka@nocny-kwartet.pl","Czaplicka","Jerzy",30
20,"932 451 181","lćwierz@onet.pl","Ćwierz","Lech",10
20,"772 102 092","wsławecki@wp.pl","Sławecki","Wojciech",30
20,"912 119 575","anowak@nocny-kwartet.pl","Nowak","Agnieszka",20
20,"621 875 130","mgrad@bialan.pl","Grad","Mirosław",30
20,"930 225 487","kjagiełło@bialan.pl","Jagiełło","Krzysztof",10
20,"317 053 783","awargocka@interia.pl","Wargocka","Adam",30
20,"238 957 315","ezalewska@aptekarz.pl","Zalewska","Eugeniusz",25
20,"388 154 100","psiedlaczek@interia.pl","Siedlaczek","Piotr",10
20,"543 552 888","mnowak@onet.pl","Nowak","Michał",30
20,"744 172 272","jskowrońska@onet.pl","Skowrońska","Jerzy",25
20,"731 438 579","wdurka@interia.pl","Durka","Witold",30
20,"466 883 336","jbańkowska@bialan.pl","Bańkowska","Jacek",25
20,"877 970 764","tgołojuch@interia.pl","Gołojuch","Teresa",30
20,"43 787 676","rpahl@onet.pl","Pahl","Robert",25
20,"517 970 880","hpiechociński@interia.pl","Piechociński","Halina",25
20,"680 125 797","aaziewicz@onet.pl","Aziewicz","Andrzej",30
20,"766 357 277","blatos@aptekarz.pl","Latos","Bronisław",25
20,"126 828 735","ikłosowski@interia.pl","Kłosowski","Iwona",10
20,"643 248 162","wsmoliński@onet.pl","Smoliński","Witold",30
20,"589 480 767","aszejnfeld@interia.pl","Szejnfeld","Antoni",25
20,"116 373 437","tmoskal@interia.pl","Moskal","Tomasz",10
20,"776 575 028","skarasiewicz@onet.pl","Karasiewicz","Stanisław",25
20,"602 876 551","asiedlaczek@onet.pl","Siedlaczek","Aldona",30
20,"109 323 196","kkowalczyk@onet.pl","Kowalczyk","Krzysztof",10
20,"914 621 640","kzieliński@onet.pl","Zieliński","Krzysztof",20
20,"459 953 207","jmojzesowicz@onet.pl","Mojzesowicz","Jan",30
20,"434 323 806","ksobecka@onet.pl","Sobecka","Krystyna",30
20,"893 111 519","gdąbkowska-cichocka@bialan.pl","Dąbkowska-Cichocka","Grzegorz",25
20,"2 585 240","lkraczkowski@bialan.pl","Kraczkowski","Lech",1
20,"937 930 198","adrab@interia.pl","Drab","Andrzej",25
20,"588 365 775","korzechowski@bialan.pl","Orzechowski","Kazimierz",30
20,"719 617 485","zpiotrowska@interia.pl","Piotrowska","Zbigniew",10
20,"131 280 681","pbury@wp.pl","Bury","Paweł",25
20,"124 011 547","wborowiak@aptekarz.pl","Borowiak","Wojciech",25
20,"930 639 834","ugrupiński@onet.pl","Grupiński","Urszula",30
20,"60 013 122","ttomczykiewicz@onet.pl","Tomczykiewicz","Tomasz",10
20,"714 147 690","bszydłowska@aptekarz.pl","Szydłowska","Beata",20
20,"516 505 338","kkluzik-rostkowska@interia.pl","Kluzik-Rostkowska","Kazimierz",30
20,"55 680 564","ismolarz@nocny-kwartet.pl","Smolarz","Iwona",10
20,"48 636 952","khajdak@wp.pl","Hajdak","Krystyna",25
20,"481 412 884","sryszka@onet.pl","Ryszka","Stanisław",30
20,"268 956 900","mkaczanowski@onet.pl","Kaczanowski","Mariusz",25
20,"575 530 569","iłuczak@aptekarz.pl","Łuczak","Izabella",30
20,"928 534 456","imłyńczak@interia.pl","Młyńczak","Irena",25
20,"733 090 429","jkutz@wp.pl","Kutz","Jan",25
20,"288 433 340","kpałys@interia.pl","Pałys","Krzysztof",25
20,"993 833 915","jraniewicz@bialan.pl","Raniewicz","Jarosław",10
20,"34 369 023","kzbrzyzny@onet.pl","Zbrzyzny","Krzysztof",20
20,"216 321 907","jmarianowska@wp.pl","Marianowska","Jacek",25
20,"697 609 753","kkania@onet.pl","Kania","Karol",10
20,"25 280 086","sśledzińska-katarasińska@nocny-kwartet.pl","Śledzińska-Katarasińska","Sławomir",30
20,"34 627 913","mniesiołowski@aptekarz.pl","Niesiołowski","Małgorzata",30
20,"909 544 641","ikulas@aptekarz.pl","Kulas","Ireneusz",45
20,"86 457 804","zszydłowska@interia.pl","Szydłowska","Zbigniew",20
20,"651 660 598","jwykręt@aptekarz.pl","Wykręt","Jerzy",20
20,"788 667 465","kgirzyński@interia.pl","Girzyński","Krzysztof",30
20,"701 315 626","jszczerba@nocny-kwartet.pl","Szczerba","Józef",30
20,"283 584 041","tostrowski@interia.pl","Ostrowski","Teresa",20
20,"75 598 779","wtomczak@interia.pl","Tomczak","Wojciech",20
20,"950 904 745","astreker-dembińska@bialan.pl","Streker-Dembińska","Andrzej",25
20,"139 947 976","akruszewski@bialan.pl","Kruszewski","Anita",30
20,"376 856 518","rwalkowiak@interia.pl","Walkowiak","Radosław",20
20,"41 203 328","wczykwin@interia.pl","Czykwin","Wojciech",25
20,"463 301 428","mkochan@bialan.pl","Kochan","Mirosława",25
20,"29 700 073","mwróbel@wp.pl","Wróbel","Marek",30
20,"760 423 427","asopliński@interia.pl","Sopliński","Andrzej",25
20,"827 507 237","mzych@onet.pl","Zych","Marian",20
20,"62 376 176","jrafalska@aptekarz.pl","Rafalska","Jan",10
20,"497 691 516","wreliga@interia.pl","Religa","Wiesław",25
20,"666 777 512","azawiślak@interia.pl","Zawiślak","Anna",45
20,"570 524 665","mmatuszewski@onet.pl","Matuszewski","Michał",10
20,"997 078 669","jwoźniak@onet.pl","Woźniak","Jerzy",25
20,"991 359 329","tplura@interia.pl","Plura","Tadeusz",25
20,"322 451 288","dpopiołek@onet.pl","Popiołek","Damian",25
20,"927 308 585","azakrzewska@onet.pl","Zakrzewska","Andrzej",25
20,"938 744 665","dplura@nocny-kwartet.pl","Plura","Dariusz",30
20,"448 142 941","cokrągły@onet.pl","Okrągły","Cezary",25
20,"321 656 540","rkozak@bialan.pl","Kozak","Robert",45
20,"516 806 821","mkuriata@wp.pl","Kuriata","Mirosław",20
20,"571 450 645","jfilar@interia.pl","Filar","Jacek",10
20,"674 255 892","jpolak@aptekarz.pl","Polak","Jacek",25
20,"382 161 658","ewitaszczyk@interia.pl","Witaszczyk","Eugeniusz",20
20,"738 413 954","bsośnierz@onet.pl","Sośnierz","Beata",45
20,"101 219 328","jwiązowski@wp.pl","Wiązowski","Jarosław",20
20,"881 988 189","njanowska@onet.pl","Janowska","Nelli",25
